"조사연도","기준연도","학교명","설립별","지역별","교외장학금 소계(원)","교외장학금 국가","교외장학금 지방자치단체","교외장학금 사설및기타","교내장학금 소계(원)","교내장학금 성적우수장학금","교내장학금 저소득층장학금","교내장학금 근로장학금","교내장학금 재난장학금","교내장학금 교직원장학금","교내장학금 기타장학금","총계(원)"
"2024","2023","서정대학교","사립","경기","19304050627","19257935987","8416000","37698640","10393025279","252355440","24497000","534695020","0","19127160","9562350659","29697075906"
"2024","2023","선린대학교","사립","경북","5863878264","5815177264","0","48701000","1564054280","332936700","265517100","83830980","0","22204300","859565200","7427932544"
"2024","2023","선문대학교","사립","충남","25034235302","23117406032","97007910","1819821360","11275810755","1466428800","2978057355","721595225","0","192308000","5917421375","36310046057"
"2024","2023","성결대학교","사립","경기","11935455380","11789785780","44490300","101179300","5720590167","2936866767","298299100","714863606","0","56922000","1713638694","17656045547"
"2024","2023","성공회대학교","사립","서울","5745135876","5604304076","95113400","45718400","2291331266","610294610","957106180","117810836","0","10861900","595257740","8036467142"
"2024","2023","성균관대학교","사립","서울","30904620842","25011076808","348884540","5544659494","32094263309","8581712270","8131937834","2816509605","0","0","12564103600","62998884151"
"2024","2023","성신여자대학교","사립","서울","19046148909","18230759889","244050180","571338840","13218344826","6882693400","3330103400","989883146","0","4499000","2011165880","32264493735"
"2024","2023","성운대학교","사립","경북","5561167096","5539667096","6000000","15500000","1252532654","0","0","3103324","0","0","1249429330","6813699750"
"2024","2023","세경대학교","사립","강원","3091048686","2647956186","216157500","226935000","535165674","94475800","148167350","30258524","0","6310000","255954000","3626214360"
"2024","2023","세명대학교","사립","충북","19659254706","17601463791","1716705560","341085355","7905057628","2472356550","293806950","552200128","0","88704750","4497989250","27564312334"
"2024","2023","세종대학교","사립","서울","21782533164","21050314341","12811000","719407823","16355238190","3131162000","7192922500","1119844090","10750000","19128000","4881431600","38137771354"
"2024","2023","세종사이버대학교","사립","서울","16141882970","16122606970","11540000","7736000","3976849059","112760000","10140000","37250392","0","32130000","3784568667","20118732029"
"2024","2023","세한대학교","사립","전남","10094325355","9808269501","3011520","283044334","4289150896","369841867","336989667","105809338","0","7310000","3469200024","14383476251"
"2024","2023","송곡대학교","사립","강원","1703515156","1654141156","30040000","19334000","654754296","186483800","0","80543996","0","500000","387226500","2358269452"
"2024","2023","송원대학교","사립","광주","9127073144","9042721144","11294500","73057500","3100788044","128816250","0","115540314","0","146006750","2710424730","12227861188"
"2024","2023","송호대학교","사립","강원","2549492048","2413402528","94930000","41159520","534195657","120242920","0","52681577","0","7077500","354193660","3083687705"
"2024","2023","수성대학교","사립","대구","11134830745","11086361865","3671880","44797000","3989853360","613778000","43835000","64394210","0","14735000","3253111150","15124684105"
"2024","2023","수원가톨릭대학교","사립","경기","491500650","208750150","0","282750500","546132200","31091700","0","0","0","0","515040500","1037632850"
"2024","2023","수원과학대학교","사립","경기","6794461118","6668969118","1664000","123828000","2695218506","1028646000","811925900","96033006","0","24003000","734610600","9489679624"
"2024","2023","수원대학교","사립","경기","16760274951","16513799951","12511000","233964000","12485516686","6350152500","3611730000","478258186","0","31903000","2013473000","29245791637"
"2024","2023","수원여자대학교","사립","경기","9187448204","9106027084","4693000","76728120","3377894188","401694413","1320831666","212349332","0","10088000","1432930777","12565342392"
"2024","2023","숙명여자대학교","사립","서울","21076691141","19148869171","278491980","1649329990","14155898505","5369616800","4348130700","1368330540","0","24780000","3045040465","35232589646"
"2024","2023","순복음총회신학교","사립","충북","422970000","422970000","0","0","95710000","6840000","0","0","0","0","88870000","518680000"
"2024","2023","순천제일대학교","사립","전남","7706392166","7620342166","54000000","32050000","1730162382","195427000","1400000","75800882","0","16511000","1441023500","9436554548"
"2024","2023","순천향대학교","사립","충남","27319818088","26298266605","26448960","995102523","16510430896","4747195370","3012933170","591792950","4881100","134428000","8019200306","43830248984"
"2024","2023","숭실대학교","사립","서울","29372082911","26315513518","554327000","2502242393","14725946841","3591215000","2095098500","1173726182","0","28017000","7837890159","44098029752"
"2024","2023","숭실사이버대학교","사립","서울","9175691895","9160219895","2000000","13472000","4565962606","246062000","1137208320","0","0","155248000","3027444286","13741654501"
"2024","2023","숭의여자대학교","사립","서울","8043983441","7957643041","14241400","72099000","3243131797","901534717","800982360","528964650","770000","0","1010880070","11287115238"
"2024","2023","신경주대학교","사립","경북","425001762","411045762","0","13956000","3185727638","34178000","53666000","14125138","0","0","3083758500","3610729400"
"2024","2023","신구대학교","사립","경기","16380785390","16208629590","17365800","154790000","5434030280","1316427200","1896517550","548013230","0","82058900","1591013400","21814815670"
"2024","2023","신라대학교","사립","부산","19496436760","19134515660","75344100","286577000","6803559221","2032522400","1792171365","392742506","0","28496200","2557626750","26299995981"
"2024","2023","신성대학교","사립","충남","8092794118","7875904118","19000000","197890000","2056981410","266123000","248117000","94961704","0","53475500","1394304206","10149775528"
"2024","2023","신안산대학교","사립","경기","6316456499","6150831982","59515300","106109217","2007192918","232203273","4000000","28190578","0","18374000","1724425067","8323649417"
"2024","2023","신한대학교","사립","경기","16841845141","16678086941","70908200","92850000","7739580849","2584640000","1988389200","344484829","0","116700000","2705366820","24581425990"
"2024","2023","아신대학교","사립","경기","1413940856","1366562856","0","47378000","410317714","88230000","17028000","121065714","0","0","183994000","1824258570"
"2024","2023","아주대학교","사립","경기","19738902366","18292354518","38108960","1408438888","12063555401","4071627000","1754763450","1603445676","0","83606000","4550113275","31802457767"
"2024","2023","아주자동차대학교","사립","충남","1122572107","1049201687","57320420","16050000","698021757","209410500","177539700","33762397","0","0","277309160","1820593864"
"2024","2023","안동과학대학교","사립","경북","6217122652","6092829592","7248860","117044200","2033903260","510375900","17926000","69929510","0","35638000","1400033850","8251025912"
"2024","2023","안산대학교","사립","경기","12381143878","12176528728","41836400","162778750","3691497131","877697600","1379607420","39982872","0","16779750","1377429489","16072641009"
"2024","2023","안양대학교","사립","경기","11016546869","10884707269","24419200","107420400","5246594645","2410029400","624170000","750546706","300000","79051000","1382497539","16263141514"
"2024","2023","여주대학교","사립","경기","10601686627","9417926627","15616400","1168143600","2427917666","590087600","548016500","25068366","0","53760000","1210985200","13029604293"
"2024","2023","연성대학교","사립","경기","16278312496","15741723036","132239300","404350160","5458998018","974597000","1284583000","446105598","0","19214000","2734498420","21737310514"
"2024","2023","연세대학교","사립","서울","36286558635","29421153423","548519150","6316886062","32365615521","10937800963","11830059492","2648586625","0","712172000","6236996441","68652174156"
"2024","2023","연세대학교(미래)","사립","강원","14468178238","13459362815","238403130","770412293","9584267604","2717142900","2297966950","1076868356","0","52350500","3439938898","24052445842"
"2024","2023","연암공과대학교","사립","경남","3140193443","3117821443","16458000","5914000","1208279035","497307000","326514000","59870435","0","4649000","319938600","4348472478"
"2024","2023","연암대학교","사립","충남","4648538847","4567718957","3519890","77300000","876593758","360420500","264292360","93368078","0","8000000","150512820","5525132605"
"2024","2023","영남대학교","사립","경북","56914383974","54955579909","374135560","1584668505","24282350384","11807876400","5634405270","620896339","0","272256600","5946915775","81196734358"
"2024","2023","영남신학대학교","사립","경북","1353814004","1330102804","0","23711200","382563930","17457000","119376000","39333930","0","0","206397000","1736377934"
"2024","2023","영남외국어대학","사립","경북","958936475","955186475","0","3750000","741401000","55668000","76981500","1000000","0","0","607751500","1700337475"
"2024","2023","영남이공대학교","사립","대구","17810383544","17561969411","24616100","223798033","6409902970","438263000","0","268098670","0","34139000","5669402300","24220286514"
"2024","2023","영산대학교(해운대)","사립","부산","16181893350","15861581990","164285700","156025660","6130110740","363152700","2104232080","80225710","300000","182199000","3400001250","22312004090"
"2024","2023","영산선학대학교","사립","전남","39480000","0","0","39480000","67000000","0","0","0","0","0","67000000","106480000"
"2024","2023","영진사이버대학교","사립","대구","6686021070","6678391600","0","7629470","985781030","164292000","56965200","0","0","12498000","752025830","7671802100"
"2024","2023","영진전문대학교","사립","대구","22727178924","22454803584","0","272375340","6607339664","1584750063","92247300","395366416","0","39790230","4495185655","29334518588"
"2024","2023","예수대학교","사립","전북","1467390782","1431290782","0","36100000","391445358","190814000","120702420","13367938","0","6954000","59607000","1858836140"
"2024","2023","예원예술대학교","사립","전북","1926840614","1910840614","2000000","14000000","1842383216","250742000","117710000","13917716","0","0","1460013500","3769223830"
"2024","2023","오산대학교","사립","경기","10767196665","10674663265","4685400","87848000","3343330964","1944337930","6041500","56632604","0","58107820","1278211110","14110527629"
"2024","2023","용인대학교","사립","경기","14700356891","14133556511","125682760","441117620","5645295694","1740789000","1536034690","139399304","0","122162000","2106910700","20345652585"
"2024","2023","용인예술과학대학교","사립","경기","7065526125","6945012425","54563700","65950000","1983086720","703166000","0","34953720","0","82561000","1162406000","9048612845"
"2024","2023","우석대학교","사립","전북","17346814566","17067104357","53682400","226027809","5727959118","1144710440","996695570","214498348","0","120545530","3251509230","23074773684"
"2024","2023","우송대학교","사립","대전","24693240154","24395488249","104572840","193179065","14321458944","6764765646","788254430","4463572005","9099600","12888570","2282878693","39014699098"
"2024","2023","우송정보대학","사립","대전","10520652285","10407478765","3107520","110066000","2844686508","310206980","0","245715518","0","0","2288764010","13365338793"
"2024","2023","울산과학기술원","국공립","울산","3694259347","2952307347","488042000","253910000","7513046293","5457772000","54840000","36216135","0","0","1964218158","11207305640"
"2024","2023","울산과학대학교","사립","울산","12797181959","12341821599","1788360","453572000","3606656874","916818000","904193500","203762424","0","58666000","1523216950","16403838833"
"2024","2023","울산대학교","사립","울산","27300327653","23239002027","173395890","3887929736","8558473301","3157700340","2221099400","1090330242","0","154853000","1934490319","35858800954"
"2024","2023","웅지세무대학교","사립","경기","14680000","12180000","2500000","0","614344000","10440000","550470000","0","0","10440000","42994000","629024000"
"2024","2023","원광대학교","사립","전북","33720058606","32366400984","362901220","990756402","14576301202","3002330250","3673527284","315117136","0","300520500","7284806032","48296359808"
"2024","2023","원광디지털대학교","사립","전북","8091853018","8089493018","0","2360000","2377737748","163916000","295811500","7778748","0","43128000","1867103500","10469590766"
"2024","2023","원광보건대학교","사립","전북","13752301427","13351659387","251395040","149247000","2973245860","709810300","257731000","123828460","14000000","32866500","1835009600","16725547287"
"2024","2023","위덕대학교","사립","경북","7033907758","6831083908","137623850","65200000","3526785459","439550884","36360334","46187304","0","68459000","2936227937","10560693217"
"2024","2023","유원대학교","사립","충북","9135121987","9075212387","6109600","53800000","5895613048","661422600","12839800","68424290","0","45888800","5107037558","15030735035"
"2024","2023","유한대학교","사립","경기","12553830281","12246665301","8977480","298187500","3262328810","1302974900","1080046120","544793740","8600000","20272000","305642050","15816159091"
"2024","2023","을지대학교","사립","대전","9641811035","9333792117","69063200","238955718","6349209935","2116327400","2654755840","361983875","0","0","1216142820","15991020970"
"2024","2023","이화여자대학교","사립","서울","27661441532","23147396602","413403680","4100641250","25708938418","7648432500","12026070540","663452978","0","123527000","5247455400","53370379950"
"2024","2023","인덕대학교","사립","서울","15838256527","15581509327","60280200","196467000","4376337291","899935100","2348880605","424480476","0","84724850","618316260","20214593818"
"2024","2023","인제대학교","사립","경남","21448871570","20569893930","56626040","822351600","8640022975","1952200100","2882990700","595163975","16326100","109107500","3084234600","30088894545"
"2024","2023","인천가톨릭대학교","사립","인천","1692039668","1579807108","2100600","110131960","928142270","263040584","75580000","43396086","0","0","546125600","2620181938"
"2024","2023","인천대학교","국공립","인천","25707430247","24725144153","94873390","887412704","10587376906","3795338228","2713110411","2096110956","1100900","0","1981716411","36294807153"
"2024","2023","인하공업전문대학","사립","인천","18126289097","17946396427","53412670","126480000","7443505068","1372225000","1336010400","1406187168","0","13953000","3315129500","25569794165"
"2024","2023","인하대학교","사립","인천","37361367917","34631550371","290797410","2439020136","19403538674","5448223990","4797741000","3215339286","0","143927000","5798307398","56764906591"
"2024","2023","장로회신학대학교","사립","서울","2071781066","1967003066","3000000","101778000","510089774","187578500","96394900","88128774","0","0","137987600","2581870840"
"2024","2023","장안대학교","사립","경기","3695691558","3658741258","8050300","28900000","2626575882","507723000","1264061000","24997282","3049000","6808000","819937600","6322267440"
"2024","2023","재능대학교","사립","인천","9371287800","9288119500","8124500","75043800","3000718560","451625977","874226523","80605350","0","20577800","1573682910","12372006360"
"2024","2023","전남과학대학교","사립","전남","11383842176","11319642176","0","64200000","2111296768","128855000","162334000","114973668","0","58964000","1646170100","13495138944"
"2024","2023","전남대학교","국공립","광주","43042910928","39995110182","498806110","2548994636","12356905360","6550430400","3497672820","853746650","0","0","1455055490","55399816288"
"2024","2023","전남도립대학교","국공립","전남","1623755850","1555255850","28000000","40500000","661419650","124946000","2189500","31078650","0","0","503205500","2285175500"
"2024","2023","전북과학대학교","사립","전북","5676688610","5652748610","0","23940000","1426096888","180382000","92054000","62596898","0","45246000","1045817990","7102785498"
"2024","2023","전북대학교","국공립","전북","38892631077","36918933587","339620990","1634076500","12864329086","5040404000","4221837290","1429978180","13633000","0","2158476616","51756960163"
"2024","2023","전주교육대학교","국공립","전북","1289679020","1264494520","12447500","12737000","394856380","237504000","44954000","21766380","0","0","90632000","1684535400"
"2024","2023","전주기전대학","사립","전북","6107400377","6081345547","2940000","23114830","2395383658","79094500","0","132263788","0","53877700","2130147670","8502784035"
"2024","2023","전주대학교","사립","전북","32522157956","30882419726","826930960","812807270","10410753903","1368643600","3267997478","1202674352","2927800","32175000","4536335673","42932911859"
"2024","2023","전주비전대학교","사립","전북","10043133747","9851649467","776880","190707400","2359954400","248393900","0","65439600","1500000","24193000","2020427900","12403088147"
"2024","2023","정석대학","사립","서울","0","","","","0","","","","","","","0"
"2024","2023","제주관광대학교","사립","제주","4832533962","4763558972","0","68974990","708873500","96415520","0","52261574","0","9838500","550357906","5541407462"
"2024","2023","제주국제대학교","사립","제주","376789311","324695311","0","52094000","759541924","64000000","59530500","17714084","0","7014000","611283340","1136331235"
"2024","2023","제주대학교","국공립","제주","20877140841","19520894643","422684000","933562198","5995819875","2064042500","1760455000","1101065716","0","0","1070256659","26872960716"
"2024","2023","제주한라대학교","사립","제주","11007603756","10874132756","23306000","110165000","2323958924","515163000","454233500","188393254","0","57787600","1108381570","13331562680"
"2024","2023","조선간호대학교","사립","광주","1742112364","1718007364","7105000","17000000","427491126","193300500","169405750","1738426","0","0","63046450","2169603490"
"2024","2023","조선대학교","사립","광주","47687221514","46818757848","9673560","858790106","18464953242","5875711661","6895543750","460005066","14615220","265421400","4953656145","66152174756"
"2024","2023","조선이공대학교","사립","광주","7854736654","7821736654","0","33000000","2069300538","112419000","5924000","54370038","0","4193000","1892394500","9924037192"
"2024","2023","중부대학교","사립","충남","19089379479","18963094549","10867600","115417330","9735795456","2335411000","2806142000","1263381956","0","61825000","3269035500","28825174935"
"2024","2023","중앙대학교","사립","서울","45400643144","40996894635","324109760","4079638749","33327683604","7687492000","17336613350","1781186965","0","231116000","6291275289","78728326748"
"2024","2023","중앙승가대학교","사립","경기","207120000","79200000","0","127920000","26490000","7100000","0","0","0","0","19390000","233610000"
"2024","2023","중원대학교","사립","충북","7127387117","7037263777","12678250","77445090","10084239291","1209717800","20463000","92421851","0","12874000","8748762640","17211626408"
"2024","2023","진주교육대학교","국공립","경남","2206154082","2092511402","23222680","90420000","959343388","246849000","218407000","102593388","0","0","391494000","3165497470"
"2024","2023","진주보건대학교","사립","경남","8183150780","8083251500","10399280","89500000","2149946219","297220800","822831700","66290740","0","17613000","945989979","10333096999"
"2024","2023","차의과학대학교","사립","경기","6313550258","6230612790","17895200","65042268","2949979220","503059800","1167169950","207610500","0","0","1072138970","9263529478"
"2024","2023","창신대학교","사립","경남","6539807865","5555184005","13023460","971600400","1643674408","320551800","455904500","104129208","0","10466000","752622900","8183482273"
"2024","2023","창원문성대학교","사립","경남","3495483941","3449097661","10341280","36045000","889319084","353323000","0","55139964","0","0","480856120","4384803025"
"2024","2023","청강문화산업대학교","사립","경기","11002258656","10494228166","15541500","492488990","3264833672","674998600","1382122600","265322672","0","0","942389800","14267092328"
"2024","2023","청암대학교","사립","전남","6021984050","5951724050","0","70260000","1588537800","390315800","6518000","53262550","0","45980000","1092461450","7610521850"
"2024","2023","청운대학교","사립","충남","19907656989","19736657089","14743400","156256500","6907832141","1178014300","821414100","280627174","3989000","49305500","4574482067","26815489130"
"2024","2023","청주교육대학교","국공립","충북","1271231509","1106079009","8900000","156252500","635995277","201140000","178032000","80374277","0","0","176449000","1907226786"
"2024","2023","청주대학교","사립","충북","24885722317","24383118667","124895970","377707680","14415917752","6602355980","4498653600","287419922","0","202812000","2824676250","39301640069"
"2024","2023","초당대학교","사립","전남","7652919794","7402337354","3000000","247582440","3924238644","277970960","102064240","60793094","0","31823960","3451586390","11577158438"
"2024","2023","총신대학교","사립","서울","4587760231","4329168831","14000000","244591400","1434510564","322541000","594468900","285920664","0","12640000","218940000","6022270795"
"2024","2023","추계예술대학교","사립","서울","2465601270","2397685770","26472500","41443000","1164963330","551871830","399058500","90316500","0","0","123716500","3630564600"
"2024","2023","춘천교육대학교","국공립","강원","1942372662","1876644662","1249000","64479000","607391788","285352000","148954000","134242788","0","0","38843000","2549764450"
"2024","2023","춘해보건대학교","사립","울산","7452168963","7377726403","1438560","73004000","1664478447","658019000","505709500","93526447","0","0","407223500","9116647410"
"2024","2023","충남대학교","국공립","대전","28645399457","26778763725","148748770","1717886962","12453204825","5571341590","3173586560","1362882245","0","0","2345394430","41098604282"
"2024","2023","충남도립대학교","국공립","충남","2117222989","1679453489","411400000","26369500","1264737970","93432500","205164000","108928690","0","0","857212780","3381960959"
"2024","2023","충북대학교","국공립","충북","25879103475","24530295565","187013310","1161794600","10986357060","4895981160","1417274000","2372627780","0","10073600","2290400520","36865460535"
"2024","2023","충북도립대학교","국공립","충북","1358800102","1200127142","122000000","36672960","575541378","151400000","0","28934478","0","0","395206900","1934341480"
"2024","2023","충북보건과학대학교","사립","충북","5995694188","5926237198","14956990","54500000","1844082302","344448067","528416410","95469740","0","8886000","866862085","7839776490"
"2024","2023","충청대학교","사립","충북","8581234821","8452243461","37621360","91370000","2576649015","328979580","562313500","175881925","0","32290000","1477184010","11157883836"
"2024","2023","칼빈대학교","사립","경기","982967986","908747986","1200000","73020000","1869782364","43222500","0","76092564","0","7140000","1743327300","2852750350"
"2024","2023","태재대학교","사립","서울","56150000","45650000","0","10500000","266338600","5100000","3300000","0","0","0","257938600","322488600"
"2024","2023","평택대학교","사립","경기","7335280167","7210020567","7190600","118069000","3852120866","1181126000","1147754400","221499046","22500000","79269000","1199972420","11187401033"
"2024","2023","포항공과대학교","사립","경북","4743191874","3694230703","0","1048961171","4365012064","63900000","84011200","351524174","0","0","3865576690","9108203938"
"2024","2023","포항대학교","사립","경북","5445709569","5117784169","259325400","68600000","1194734479","146585500","1244000","68020312","0","0","978884667","6640444048"
"2024","2023","한경국립대학교","국공립","경기","10690456166","10600662006","37847880","51946280","3718575252","1496712110","429901850","946277102","0","0","845684190","14409031418"
"2024","2023","한국골프대학교","사립","강원","1405191046","1329544166","51446880","24200000","649470567","87889400","637500","7250000","0","0","553693667","2054661613"
"2024","2023","한국공학대학교","사립","경기","14654018450","14387394710","28320900","238302840","9670395208","3573354740","1352485830","808587710","0","39880000","3896086928","24324413658"
"2024","2023","한국과학기술원","국공립","대전","5265396862","4477628902","1277000","786490960","22213505318","4388054592","369740080","311820740","0","0","17143889906","27478902180"
"2024","2023","한국관광대학교","사립","경기","3427450548","3410047548","3800000","13603000","1203336086","130322370","72356400","56831968","0","10340370","933484978","4630786634"
"2024","2023","한국교원대학교","국공립","충북","4094618838","3857127208","31852000","205639630","1736153012","313020000","427660870","854357142","0","0","141115000","5830771850"
"2024","2023","한국기술교육대학교","사립","충남","8176501419","8021299139","18721030","136481250","6091965317","2099507350","110472250","2126359717","0","10371000","1745255000","14268466736"
"2024","2023","한국농수산대학교","국공립","전북","188150000","188150000","0","0","0","0","0","0","0","0","0","188150000"
"2024","2023","한국방송통신대학교","국공립","서울","12588640059","12472562703","2486966","113590390","8046603260","3297705220","730615250","1237345250","0","0","2780937540","20635243319"
"2024","2023","한국복지대학교","국공립","경기","12565360","0","12565360","0","220934457","94069885","26750000","63679572","0","0","36435000","233499817"
"2024","2023","한국복지사이버대학교","사립","경북","3359890000","3359890000","0","0","1762503000","87840000","17010000","0","0","7956000","1649697000","5122393000"
"2024","2023","한국성서대학교","사립","서울","3209813431","3127153431","32800000","49860000","1144899957","240313000","61014000","262366097","0","3176000","578030860","4354713388"
"2024","2023","한국승강기대학교","사립","경남","2164425414","2099003934","31952480","33469000","672384700","118865300","300095000","13358700","0","0","240065700","2836810114"
"2024","2023","한국에너지공과대학교","국공립","전남","250400000","245900000","0","4500000","2735300000","0","0","0","0","0","2735300000","2985700000"
"2024","2023","한국열린사이버대학교","사립","서울","7204160860","7201160860","3000000","0","3255306200","226279700","137880000","0","0","69207600","2821938900","10459467060"
"2024","2023","한국영상대학교","사립","세종","9348646275","9258731315","7489960","82425000","2286219104","809907000","398284000","285149464","0","8174000","784704640","11634865379"
"2024","2023","한국예술종합학교","국공립","서울","3648138200","3191775700","12300000","444062500","1411420625","920042000","10323000","413774625","0","0","67281000","5059558825"
"2024","2023","한국외국어대학교","사립","서울","29036510214","25948678395","450784980","2637046839","15756850590","3497711200","7069555290","889066921","0","84823500","4215693679","44793360804"
"2024","2023","한국전통문화대학교","국공립","충남","639975150","621975150","0","18000000","779082100","499629100","9000000","13598400","0","0","256854600","1419057250"
"2024","2023","한국체육대학교","국공립","서울","4587540388","4332804888","47726100","207009400","2412478422","2026999990","205939000","45539432","0","0","134000000","7000018810"
"2024","2023","한국침례신학대학교","사립","대전","4835579878","4354344578","2000000","479235300","542585877","92821766","227347033","87186338","0","15075200","120155540","5378165755"
"2024","2023","한국폴리텍 I 대학 서울강서캠퍼스 ","사립","서울","497083000","482089000","0","14994000","107389000","53621000","16211000","36310000","0","0","1247000","604472000"
"2024","2023","한국폴리텍 I 대학 서울정수캠퍼스 ","사립","서울","1245129669","1180629669","0","64500000","265878500","99760000","80345000","60210000","0","11223000","14340500","1511008169"
"2024","2023","한국폴리텍 I 대학 성남캠퍼스 ","사립","경기","567406653","540074653","0","27332000","126962000","64448000","7296000","42450000","0","4864000","7904000","694368653"
"2024","2023","한국폴리텍 I 대학 제주캠퍼스 ","사립","제주","46280000","43280000","0","3000000","11720000","5410000","3746000","400000","0","0","2164000","58000000"
"2024","2023","한국폴리텍 II 대학 남인천캠퍼스 ","사립","인천","58868000","42698000","0","16170000","14223000","11223000","3000000","0","0","0","0","73091000"
"2024","2023","한국폴리텍 II 대학 인천캠퍼스 ","사립","인천","1841861650","1767914650","1247000","72700000","370895000","165851000","49416000","113230000","0","2494000","39904000","2212756650"
"2024","2023","한국폴리텍 III 대학 강릉캠퍼스 ","사립","강원","166777000","158877000","0","7900000","30737680","17720500","7617180","2968000","0","0","2432000","197514680"
"2024","2023","한국폴리텍 III 대학 원주캠퍼스 ","사립","강원","132461000","111961000","0","20500000","17094000","4348000","6898000","2328000","0","0","3520000","149555000"
"2024","2023","한국폴리텍 III 대학 춘천캠퍼스 ","사립","강원","260508000","228608000","0","31900000","72960000","34048000","7296000","21280000","0","0","10336000","333468000"
"2024","2023","한국폴리텍 IV 대학 대전캠퍼스 ","사립","대전","859012960","825840000","1572960","31600000","173344000","66880000","20672000","68160000","0","4864000","12768000","1032356960"
"2024","2023","한국폴리텍 IV 대학 아산캠퍼스 ","사립","충남","532012667","497762667","0","34250000","95622000","48640000","6016000","39750000","0","0","1216000","627634667"
"2024","2023","한국폴리텍 IV 대학 청주캠퍼스 ","사립","충북","854438720","829312000","5126720","20000000","160844000","55936000","0","94572000","0","4864000","5472000","1015282720"
"2024","2023","한국폴리텍 IV 대학 충남캠퍼스 ","사립","충남","168044000","125430000","24132000","18482000","40586000","24886000","0","15700000","0","0","0","208630000"
"2024","2023","한국폴리텍 V 대학 광주캠퍼스 ","사립","광주","1057245500","1025083500","0","32162000","172761000","71744000","44655000","35690000","0","6080000","14592000","1230006500"
"2024","2023","한국폴리텍 V 대학 순천캠퍼스 ","사립","전남","0","","","","0","","","","","","","0"
"2024","2023","한국폴리텍 V 대학 익산캠퍼스 ","사립","전북","143184000","120384000","18500000","4300000","24892000","17024000","3500000","4368000","0","0","0","168076000"
"2024","2023","한국폴리텍 V 대학 전남캠퍼스 ","사립","전남","175062334","161398334","0","13664000","39318000","21640000","10650000","2700000","0","0","4328000","214380334"
"2024","2023","한국폴리텍 V 대학 전북캠퍼스 ","사립","전북","525711002","503657002","10000000","12054000","96509000","45259500","38607500","8000000","0","0","4642000","622220002"
"2024","2023","한국폴리텍 VI 대학 구미캠퍼스 ","사립","경북","611217000","590941000","6776000","13500000","124016000","48640000","35000000","14840000","0","2432000","23104000","735233000"
"2024","2023","한국폴리텍 VI 대학 대구캠퍼스 ","사립","대구","676333000","657533000","0","18800000","124766000","57152000","39020000","23730000","0","2432000","2432000","801099000"
"2024","2023","한국폴리텍 VI 대학 영남융합기술캠퍼스 ","사립","대구","230102000","181842000","0","48260000","45671000","26752000","15812000","1283000","0","0","1824000","275773000"
"2024","2023","한국폴리텍 VI 대학 영주캠퍼스 ","사립","경북","59018000","53018000","4000000","2000000","8160000","5410000","1360000","1390000","0","0","0","67178000"
"2024","2023","한국폴리텍 VII 대학 동부산캠퍼스 ","사립","부산","0","","","","0","","","","","","","0"
"2024","2023","한국폴리텍 VII 대학 부산캠퍼스 ","사립","부산","928471558","898771558","3000000","26700000","187928944","65664000","34048000","77272944","0","3648000","7296000","1116400502"
"2024","2023","한국폴리텍 VII 대학 울산캠퍼스 ","사립","울산","771504002","707104002","0","64400000","168052000","59584000","22604000","81000000","0","0","4864000","939556002"
"2024","2023","한국폴리텍 VII 대학 진주캠퍼스 ","사립","경남","0","","","","0","","","","","","","0"
"2024","2023","한국폴리텍 VII 대학 창원캠퍼스 ","사립","경남","1891622667","1812122667","0","79500000","314529334","126464000","27968000","132940000","0","17024000","10133334","2206152001"
"2024","2023","한국폴리텍 특성화대학 로봇캠퍼스 ","사립","경북","156406667","145052667","1872000","9482000","32748000","25968000","0","5280000","0","0","1500000","189154667"
"2024","2023","한국폴리텍 특성화대학 바이오캠퍼스 ","사립","충남","445233750","420138750","4095000","21000000","97222500","40222500","23000000","11600000","0","8700000","13700000","542456250"
"2024","2023","한국폴리텍 특성화대학 반도체융합캠퍼스 ","사립","경기","407280000","401280000","0","6000000","157526200","59584000","2979200","66995000","0","1216000","26752000","564806200"
"2024","2023","한국폴리텍 특성화대학 항공캠퍼스 ","사립","경남","363670862","352270862","1000000","10400000","79191250","34067500","3662500","33917500","0","1217500","6326250","442862112"
"2024","2023","한국항공대학교","사립","경기","7612715497","7083137107","79644210","449934180","5771628313","1558907560","1384754030","828224713","0","20022000","1979720010","13384343810"
"2024","2023","한남대학교","사립","대전","29880213682","29525357132","86707940","268148610","12308914341","3521124020","4029258915","625088912","0","81972840","4051469654","42189128023"
"2024","2023","한동대학교","사립","경북","11957079448","11053073258","22500000","881506190","4253000879","934802600","1028341700","1142286335","0","9311750","1138258494","16210080327"
"2024","2023","한라대학교","사립","강원","8368271581","7698019571","495307360","174944650","3631269162","1622257850","116389330","116818064","0","31225000","1744578918","11999540743"
"2024","2023","한림대학교","사립","강원","18976253994","17916591302","443910400","615752292","8871538708","3961495010","1299206950","732593358","0","0","2878243390","27847792702"
"2024","2023","한림성심대학교","사립","강원","7447792927","7312627927","58473000","76692000","2409979562","747152258","0","479546204","840000","226900","1182214200","9857772489"
"2024","2023","한서대학교","사립","충남","15696466484","15307205715","148856769","240404000","8837003566","3133819000","1674365000","360267566","0","63756000","3604796000","24533470050"
"2024","2023","한성대학교","사립","서울","15718466701","15448532741","76958060","192975900","8532422998","1551476495","1036768300","1800978526","0","31898500","4111301177","24250889699"
